"","user","tweet","HCCA_category","true_label","HCCA_label","true_category"
"310","SouthernCharm","RT @horizon3: @BDBOY55 That nuke plant will be 100% Union jobs, not for the working guy, plus the 1st shovel won't hit the dirt for 6-10 ...","Personal",3,5,"News/Politics"
"311","Snowgirl1972","@Aimerdee yep - it's not like there's any jobs in it anyway.","Personal",5,5,"Personal"
"312","Laurettarjcap","Limited jobs available work online #balloonboy Windows 7 Microsoft","Personal",2,5,"Advertisement"
"313","ClinicJobs1","Search Nurse Jobs $ RN, Behavioral Health, Voluntary Retreat Unit, Full-Time/Days at Teaching Hospital at Swedis...  http://t.co/lPhURP9p","Advertisement",2,2,"Advertisement"
"314","DrVictator","@ingloriousBOH @unraptured  It is a valid argument, requiring degrees for jobs that don't need them is way to keep the poor down and out.","Personal",4,5,"Other"
"315","ChickenJuggler","RT @UnusuaIFacts: Male kangaroos have been known to give themselves blow jobs. Female porcupines have been witnessed using wooden sticks as…","Junk",1,1,"Junk"
"316","EngineeringJob2","Business Development Manager - Raw Chemical - Arabic Speaking - Engineering Jobs - http://t.co/rgi9ttR0","Advertisement",2,2,"Advertisement"
"317","SoftEmployment","Embedded Jobs &amp; Contracts 3 new jobs posted today Jun7 #Embedded #Jobs #JobSearch #JobHunt http://t.co/qduDxrkM89","Advertisement",2,2,"Advertisement"
"318","masterwebmark","webmarkinsurance.com Administration Jobs For Medical Assistants: Does administration job interests you? Then, the ... http://bit.ly/dgynN6","Other",2,4,"Advertisement"
"319","Deondre017","I've been trill all day.. Made a few cry and more then a few got upset at both jobs. Imma fuck around and lose both my jobs b","Personal",5,5,"Personal"
"320","Lazardi","Steve Jobs:You have to have a lot of passion for what you do because if you don't, any rational person would give up.","Junk",1,1,"Junk"
"321","ShesDarkNLovely","RT @PRADAGANGDEVO: #shoutout to everybody out there with good jobs that allows u to afford whatever u want...salute to us","Personal",5,5,"Personal"
"322","bridgetwi","Now i know why 15 year-old girls don't have full time jobs.","Personal",5,5,"Personal"
"323","GetAuditorJobs","Project Data Validation Analyst #11224 - Reston, VA (http://tinyurl.com/25rbgd7) Get Auditor Jobs #Auditor #jobs","Advertisement",2,2,"Advertisement"
"324","PGPirates","RT @abc7news: Tanger Outlets at National Harbor is looking to fill 900 full and part-time jobs by the time the mall opens in Nov....","Personal",2,5,"Advertisement"
"325","al3x","@buzz I would pay fat sacks of cash for a Che Jobs shirt and/or garments of a similar quality and nature.  Crazy ducats.","Personal",1,5,"Junk"
"326","KenzoBanks","RT @NutsOnSwole    @Damier312 and ppl fail to realize that (#Basically... whatever happened 2 ppl wantin professional jobs?)","Junk",5,1,"Personal"
"327","Tennessean","Could you do it (or maybe of you've done it?)? 50 jobs in 50 states in 50 weeks: http://urlzen.com/cdi","Other",1,4,"Junk"
"328","EngineeringJobQ","Search Building Jobs Building Engineer at Roll Global (Bakersfield, CA)  http://t.co/TNQj2jc0zZ","Advertisement",2,2,"Advertisement"
"329","GetChiExecuJobs","AREA DIRECTOR/CHIEF EXECUTIVE OFFICER - Sylva, NC (http://tinyurl.com/nza8kz) Get Chief Executive Jobs #ChiefExecutive #28779","Advertisement",2,2,"Advertisement"
"330","jdlasica","""Today's college graduate will have 10 to 14 jobs by the age of 38."" - Joe Schoendorf, a partner in Accel Partners","Personal",4,5,"Other"
"331","XRyanXClaryX","RT @dadsheelys: My favorite thing ever is when a girl with like 2 hidden tattoos gives you a 13 page rant with size 1 font about tattoo acc…","Personal",1,5,"Junk"
"332","mpisauro","RT @EnvDefenseFund: Izzo: no investment comes free we'll be invest in new jobs we say from experience we created those jobs already #cejapa","Personal",4,5,"Other"
"333","francie57","@bashirlive Speaker Boehner is a failure. He shoukd turn in his huge gavel. Where are those jobs? #gunsafetynow #jobsnotcuts #endsequester","Advertisement",3,2,"News/Politics"
"334","bck","Kick arse Steve Jobs portrait made from Apple products - http://tinyurl.com/2wmrxc","Junk",1,1,"Junk"
"335","AmericaHires","#newyork #jobs Cleaner - Super Jobs -  New York, NY  http://t.co/Ai9rINOg","Advertisement",2,2,"Advertisement"
"336","dremmelqueen","Get to Know Romney: R's top econ adviser Endorses outsourcing jobs overseas as Plus for economy in long run.","News/Politics",3,3,"News/Politics"
"337","Buffalo_Job_Ads","Now Hiring: Patient Coordinator http://bit.ly/9q1VGZ Jobs","Advertisement",2,2,"Advertisement"
"338","raoabidali","Jobs in Bahria Foundation Education and Training Services http://t.co/6rjfla98","Other",2,4,"Advertisement"
"339","Florentina_5365","RT @Marketing4Promo: I will add 5000 plays on your soundcloud for $5 : DATA82 - My Cheap Jobs http://t.co/hP3aZi3cWI","Other",2,4,"Advertisement"
"340","jdwilliams","district I work in has 17 schools around 1000 teachers & prob 300 smartboards. Cutting from 3 tech integration jobs to 1.","Personal",3,5,"News/Politics"
"341","bmangh","Crappy Jobs Caused By Plutocracy And Austerity (ourfuture.org)","Personal",4,5,"Other"
"342","NextBigDesign","Jobs from Hades: Sean Combs Birthday Designer: Sean ""Puffy"" Combs got a little huffy in his attempt.. http://tinyurl.com/68r59s","Other",4,4,"Other"
"343","top_dedist","d: Startuply: Startup companies. Startup jobs. http://www.startuply.com/","Other",2,4,"Advertisement"
"344","memszy","I Don’t Need This, My Man Has TWO Jobs! http://tumblr.com/xfa1pmi0in","Other",5,4,"Personal"
"345","DustinyAdas","@JimG248wwefan do you speak spanish? If you do, check @KatapultaPRO, it has some #Microsoft #technology jobs you may like. RT please. 401","Personal",2,5,"Advertisement"
"346","ericessagof","How do we expect Americans to find jobs when 45% of them lack access to transit?","Personal",4,5,"Other"
"347","nomorelayoffs","PeopleHelpingPeople Find Jobs HIRING NOW FOR ELECTRONIC ASSEMBLERS Jobs in Palatine ... http://t.co/ccdehe9I","Other",2,4,"Advertisement"
"348","NurseJobsUSA","JOBS/NEW JERSEY: Nurse Practitioners - NP: Marlton, NJ -  Nurse Practitioners - NP Learn About Nursing's Best ... http://t.co/kYABLxkwPr","Advertisement",2,2,"Advertisement"
"349","CarlosGil83","#Jobs #JobsDirectUSA Boehner talks about jobs at local business http://bit.ly/bGBzJr http://bit.ly/9n3Ifc","Advertisement",3,2,"News/Politics"
"350","mydesire","@mindchaotica good for you for applying for some new jobs :)","Personal",5,5,"Personal"
"351","Krownz","Conference call was fun. People's jobs threatened, @SoldatRenard & @FrankFTW destroying the bin wasn't the wisest choice, & black attitude.","Personal",5,5,"Personal"
"352","brrohama","Obama: Congress Should Vote on Jobs Bill in Oct.: By JIM KUHNHENN and JULIE PACE AP President Barack Obama deman... http://t.co/kkvRoPGB","News/Politics",3,3,"News/Politics"
"353","MedicineJobsQ","Physician Jobs New _ Medical Office Specialist PRN, LewisGale Physicians - Salem at Eastside Medical Center (V...  http://t.co/nKqetodAva","Advertisement",2,2,"Advertisement"
"354","techgals","IT jobs to be created as social media marketing looks set &#039;to grow ...  #government #IT_Jobs #public-sector","Personal",4,5,"Other"
"355","JobsForTutors","French Tutors can access numerous tutoring jobs across multiple jobs sites for Lancaster, CA by going here: http://dld.bz/MRe3","Advertisement",2,2,"Advertisement"
"356","Science_Jobs","New Scientist jobs Research Assistant, Institute of Metabolic Science: Metabolic Research Laboratories, Department ... http://bit.ly/2k7N21","Advertisement",2,2,"Advertisement"
"357","alanmzachary","Stay at home moms makes $1200/week work at home jobs. find out how, Click here http://t.co/TbZjiXO","Other",4,4,"Other"
"358","jerseymomma","@wyndsong The only way i'd feel differently is if rich ppl sucked it up, paid higher salaries 2 Americans & kept all jobs in US....","Personal",4,5,"Other"
"359","Make_QuickMoney","At Home Medical Transcription Jobs Are Perfect http://bit.ly/ah8qHL","Other",2,4,"Advertisement"
"360","Courtastic","Back from job #2. Let's see if I can maintain 2 jobs AND my sanity...","Personal",5,5,"Personal"
"361","sloane","Looking for a job at a nonprofit or foundation? Follow @philanthropyjob - jobs straight from @philanthropy!","Personal",2,5,"Advertisement"
"362","GetLoaOfficJobs","Mortgage Origination Loan Officer - Dallas, TX (http://tinyurl.com/2dp8p4e) Get Loan Officer Jobs #LoanOfficer #75201 #jobs","Advertisement",2,2,"Advertisement"
"363","jchutchins","My ""I'm a Mac"" and ""Steve Jobs for President"" shirts arrived today. Awesome.","Junk",1,1,"Junk"
"364","Boss_up_5","RT @selfmadezoe365: Its to many hustles and jobs out here for yu to be broke.","Personal",5,5,"Personal"
"365","nicole_chin","@peacelovefryho RIGHT?! I mean, don't they get paid a couple million to play a game while the rest of us have to get actual jobs?!","Personal",5,5,"Personal"
"366","themacinjosh","Prince...ugh...I think a combination of Paul McCartney performing and a surprise Steve Jobs appearance would've been better :)","Junk",1,1,"Junk"
"367","melalalanie","""half of zero jobs is going to be zero jobs.""","Personal",5,5,"Personal"
"368","data4all","While I like Obama's vision, do think that if he wants to reach blue-collar voters, he'll have to offer specifics on jobs, economic plan","News/Politics",3,3,"News/Politics"
"369","jheil","DON'T BLAME THE WORLD, BLAME STEVE JOBS // RT @MeganMulry No adobe flash on iPad...can't watch. What is wrong with the world? I want it now.","Junk",1,1,"Junk"
"370","GetQuaCoAnJobs","Quality... - #Barrington , IL (http://t.co/rQUJJyRx) Get Quality Control Analyst Jobs #QualityControlAnalyst #jobs #job #GetAllJobs","Advertisement",2,2,"Advertisement"
"371","steveganz","Yes, Steve Jobs, there are real human beings toiling away behind closed doors to create the good stuff that you are known for.","Junk",1,1,"Junk"
"372","GetBartendiJobs","Bartender - Part Time - Carlsbad, CA (http://tinyurl.com/2db5njf) Get Bartending Jobs #Bartending #92008 #jobs","Advertisement",2,2,"Advertisement"
"373","RealNakedWomen","Straddled Blow Jobs (Hard Sluts) #slut #hardcore #adult #porn #xxx #nsfw #sex #oral #blowjob #straddle http://t.co/rPicraTnmi","Junk",1,1,"Junk"
"374","GetDancerJobs","Dancer Male and Females - Baltimore, MD (http://tinyurl.com/3x4m9et) Get Dancer Jobs #Dancer #21230 #jobs","Advertisement",2,2,"Advertisement"
"375","webdesignerjobs","Web Design Jobs Web Designer - oDesk:  I have the design of a single page website that has been c.. http://tinyurl.com/d5ds5n","Advertisement",2,2,"Advertisement"
"376","ewish83","RT christylou: CEOs bankrupt companies, 1000s lose jobs & nothing's said other than a plea for gov $. Tiger cheats & apologizes on TV. #wtfs","Personal",3,5,"News/Politics"
"377","tatianaxtabacek","Applying for summer jobs ","Personal",5,5,"Personal"
"378","JWalker_Walkin","DEY TOOK UURR JOBS !!!!","Personal",5,5,"Personal"
"379","xnattendox","applying to more jobs","Personal",5,5,"Personal"
"380","VernSunday","environment jobs Safety Health Environment | Arifs Blog http://bit.ly/cQilH8 ;P","Other",4,4,"Other"
"381","ClevelandJob","Cleveland Jobs Operational Risk Specialist -  Cleveland, OH: Operational Risk Specialist (2 positions) Third Fed... http://bit.ly/ferHew","Advertisement",2,2,"Advertisement"
"382","Michael_Haz","Dear Democrats: I know this is complicated, but stay with me. If you punish business for growing, businesses won’t grow, hence no new jobs.","News/Politics",3,3,"News/Politics"
"383","ZuluJobsIL","IL Jobs | Joliet, Illinois Travel Therapy job- OT at Sunbelt Staffing (Joliet, IL) http://cli.gs/9mG8r #Job #Hiring ""ILJobs","Advertisement",2,2,"Advertisement"
"384","medical_network","New Medical jobs: of the attending physician to learn the field of... directed by the attending physician an... http://t.co/FWMhf26PlH","Other",2,4,"Advertisement"
"385","Reporter_Hicks","For SEC brass, long commutes (200+ miles) show dedication to jobs http://t.co/TLr669qWMU Via @DinaWaPo","Other",4,4,"Other"
"386","AnchorageJobAds","Now Hiring:  Fleet Mechanic http://bit.ly/ZUfju  Jobs","Advertisement",2,2,"Advertisement"
"387","Techmeme","In Search of the Real Fake Steve Jobs (Peter Burrows/Business Week) http://tinyurl.com/2anxdc","Junk",1,1,"Junk"
"388","pfirflyouli90","News: iPad Coder Talks API Rules with Steve Jobs - The Mac Observer http://bit.ly/aOd8vi","Junk",1,1,"Junk"
"389","ManuelOers","RT @BarackObama: Calling all artists: put your creativity to work in support of President Obama’s plan to create jobs. http://t.co/BTZHrEgP","News/Politics",3,3,"News/Politics"
"390","HitNRun31","@_hotchocolatee you should be happy lol you know how many ppl dont have jobs","Personal",5,5,"Personal"
"391","StaffNurseJob","Nursing Jobs: Clinical Assistant Job: Nursing Clinics at Mayo Clinic in FL http://t.co/AkiYAid4Cl","Advertisement",2,2,"Advertisement"
"392","HealthNewsCube","#WestVirginia Jobs $ Account Executive http://t.co/X7bffjgvXR at RICOH Company (Parkersbur  http://t.co/qBxf0BN78H","News/Politics",2,3,"Advertisement"
"393","rocknmineral","RT: Top 10 Technologies to Consider for 2010; Steve Jobs' Presentation Secrets http://tinyurl.com/ylcsrbg","Junk",1,1,"Junk"
"394","4350water","Toowoomba Regional Council plan to create jobs gets blast from Councillors -   http://tinyurl.com/d3k9sc.","Other",3,4,"News/Politics"
"395","BenWard","is feeling really quite happy. In many jobs the morning commute would be accompanied with the phrase 'back to the grind'. But not this one.","Personal",5,5,"Personal"
"396","mindog","Data Entry Jobs for House Wives / Students / bachelor / Part Time Typist required: APC Sarani, Deshbandhu Para, Sil... http://bit.ly/4Dspii","Other",2,4,"Advertisement"
"397","sulsburysteak","@walshcommish is it too Zune to make a Steve Jobs joke or Osama talk abatabad place to hide or the classic MJ thriller zombie","Junk",1,1,"Junk"
"398","Utica_Jobs_US","Utica Jobs: Inventory Specialist-Data Collections Associate - Part Time Job: CROSSMARK - Utica, NY -... http://t.co/Y2HJFs0s #Jobs #Utica","Advertisement",2,2,"Advertisement"
"399","ToriRR","Good jobs??","Personal",5,5,"Personal"
"400","WUSTLcareers","@WUSTL seniors: Looking for a #postgrad opportunity? Check out the 700+ jobs &amp; transitional positions in CAREERlink http://t.co/p3r71D0Vy4","Advertisement",2,2,"Advertisement"
"401","shawnz","@davefleet You know, I've had both kinds of jobs - and neither changed my life drastically. I'm just saying is all...","Personal",5,5,"Personal"
"402","mmaencyclopedia","That's because I have to have three damn jobs just to feed my family! Sorry unemployed RT @frankshamrock 12.7 million are unemployed","Personal",5,5,"Personal"
"403","kycatfl1","@FiredBigBird @markos @dailykos get one of those part time jobs like the rest of us to help @BarackObama unemp numbers!","News/Politics",3,3,"News/Politics"
"404","jeffwired","RT @peterflom Giving poor people money creates jobs giving rich people money creates trust funds - http://t.co/3NVUkMr7","Other",4,4,"Other"
"405","SpecialistJobsQ","Texas Jobs $$ Test Station Design Systems Engineer at BAE Systems (Fort Worth, TX)  http://t.co/z7BJyuuBt8","Advertisement",2,2,"Advertisement"
"406","Virginia_JobsUS","Virginia Jobs: Physical Therapists: Westvirginiajobs.com - Huntington, WV - SavaSeniorCare affiliated facilit... http://bit.ly/bK7eOS #Jobs","Advertisement",2,2,"Advertisement"
"407","JobsNewark","Buffalo Jobs Medical Secretary - University at Buffalo Pediatric Associates, Inc. -  Buffalo, NY: Provide suppor... http://bit.ly/kpnOBS","Advertisement",2,2,"Advertisement"
"408","GetProEnginJobs","Electrical Project Engineer - Franklin Park, IL (http://tinyurl.com/38kohp5) Get Process Engineer Jobs #ProcessEngineer #60131 #jobs","Advertisement",2,2,"Advertisement"
"409","FTIT","iTunes outcry avoided via EMI yet core issues remain: Steve Jobs probably regards European consumer groups as.. http://tinyurl.com/yrxeph","Junk",1,1,"Junk"
"410","ZuluJobsSC","SC Jobs | Myrtle Beach Seeks Pediatrician at Locumtenens.com (SC) http://bit.ly/ehDWOR #job #hiring #scjobs","Advertisement",2,2,"Advertisement"
"411","Lurline0414","@yingting95 Jobs Hiring Forums! Check it out! http://forums.jobshiring.org/?=mtaw","Other",2,4,"Advertisement"
"412","FreelanceJobz4U","#freelance jobs: Financial Forum Posting by directtrader04: We require the services of forum posting... http://t.co/1zvyUZphJR #projects","Advertisement",2,2,"Advertisement"
"413","FoxNews","BUSINESS: Home Depot To Cut 500 Jobs At Atlanta Headquarters: Report http://tinyurl.com/2ne5vw","News/Politics",3,3,"News/Politics"
"414","AAUWSTEM","RT @SenatorBarb: .@NASA  Space Shuttle may be retired, but our mission in space will sail on, supporting discovery, innovation, American ...","Personal",1,5,"Junk"
"415","aisyna","RT @BarackObama: Colin Powell endorsed President Obama this morning, citing his leadership on jobs, foreign policy, and health care: htt ...","News/Politics",3,3,"News/Politics"
"416","harveymilk","At Fork etc. with @peterlien. Discussing candidates, jobs, radical faeries. Already ate at  Sabrina's.","Personal",3,5,"News/Politics"
"417","FindOnlineJobs","STUDENTS |  Make that extra cash you need using your computer and Internet. Online jobs available. http://t.co/snXafdAgC7","Advertisement",2,2,"Advertisement"
"418","GCSU","RT @cbccornerbrook: @robertleamon of @gcsu says students graduating with average debt of $20,000 must find jobs right away; hiring freez ...","Personal",4,5,"Other"
"419","wpear","Instant Cash Jobs - Earn $ with NO selling, Data Entry, Adsense, Email Reading or Sending: New, Unique Concept! http://tinyurl.com/yea6q7j","Other",2,4,"Advertisement"
"420","NomKnots","PC Magazine: One More Thing: Steve Jobs' Final Moments Described by Sister - http://t.co/Wvn5xyFF via http://t.co/j3UGV33d","Junk",1,1,"Junk"
"421","newviralspiral","eBay cuts jobs, buys Bill Me Later, Danish websites - WA today. http://makemoneysurvey.net - Making my son a fortune guys!","Other",3,4,"News/Politics"
"422","Ange_Marie","It's clear that @cdta hates people with jobs.","Personal",5,5,"Personal"
"423","TheRealBZBeatZ","“@KeeToLyfe: Niggas Lookin For Cookouts Harder Then They Lookin For Jobs” 😂","Personal",5,5,"Personal"
"424","rnadeau12","@BobG231 Oh they take their jobs so seriously.","Personal",5,5,"Personal"
"425","CasuallyGinger","@mortreport I'm applying for jobs in your field...any suggestions??","Personal",5,5,"Personal"
"426","KaileeDelcourr","RT @Ayyyy_Fo_Alan: Man im really thinking of quitting both my jobs I'm stressing over school !!","Personal",5,5,"Personal"
"427","vedasteee","fresh post #retweet Nursing Jobs : Different Job Types for RNs http://t.co/hrkES906o5 Please Retweet #blogging","Other",2,4,"Advertisement"
"428","jna1007","I am just sitting here in Tampa, looking for jobs in the Baltimore Maryland area. Can N E one help?","Personal",5,5,"Personal"
"429","ThomasOGephart","Wal-Mart cuts 300 more headquarters jobs: Wal-Mart cuts 300 more headquarters jobs  Wal-Mart Stores Inc. is cuttin... http://bit.ly/bLDzJ6","Other",3,4,"News/Politics"
"430","New_York_Jobs","Banking, Finance, Business Jobs in New York NY - http://www.nynewyorkjobs.info","Advertisement",2,2,"Advertisement"
"431","thereal_jmeza","Imma work minimum wage jobs all my life and just let my baby bring in the big bucks because shes gonna work for CSI Miami.","Personal",5,5,"Personal"
"432","KevinCTofel","Hysterical Gates vs. Jobs cartoon: http://tinyurl.com/25fbgj","Junk",1,1,"Junk"
"433","hideakiyakumo","Rim Jobs is my favorite place to go in Saints Row: The Third. Spending $32,825 on car customization comes easy.","Personal",1,5,"Junk"
"434","folusho247","GEJ promised to create more Jobs... But he dint specify whom it'll be for! So, evry1 shud allow the first lady... I dnt give a damn or dame","Personal",3,5,"News/Politics"
"435","aaronsojourner","RT @USDOL: My Next Move for Veterans has a tool that translates military occupations to related civilian jobs: http://t.co/9U3lYIemO8 #Hono…","Other",4,4,"Other"
"436","MarciaChambliss","RT @Drudge_Report: ON 3 SHOWS, 3 OBAMA AIDES GIVE 3 CONFLICTING ESTIMATES: HOW MANY JOBS STIMULUS HAS CREATED http://bit.ly/4SuxEB #sgp#tcot","News/Politics",3,3,"News/Politics"
"437","CNNLive","President #Obama heads to New Hampshire for jobs speech.  Live: http://t.co/kJE5N7xX","News/Politics",3,3,"News/Politics"
"438","DRTucker","RT @T4MASS: MT @OTMBoston: Gov candidate @BerwickforMA proposes Carbon Tax to battle climate change and create jobs. #mapoli http://t.co/EV…","Other",3,4,"News/Politics"
"439","JobsGlendale","Glendale Jobs Mail Room Lead - PetSmart -  Phoenix, AZ: Want a company with a real vision? Our people make the d... http://t.co/14LuofEO","Advertisement",2,2,"Advertisement"
"440","GetHairJobs","Redken Experienced Stylists & Pevonia Knowledgeable Esthet... - Heathrow, FL (http://tinyurl.com/39npj2x) Get Hair Jobs #Hair #32746 #jobs","Advertisement",2,2,"Advertisement"
"441","CareerAndBizOps","Cashier - sacramento restaurant, retail, hotel jobs - newsreview.com: New Store is looking for several people to j... http://bit.ly/9GqRey","Advertisement",2,2,"Advertisement"
"442","TalkyBirdy","Jobs and factory slowdown add to recovery fears NEW YORK (Reuters) - Companies hired far fewer workers than expected in  http://tiny.ly/OTHS","Other",3,4,"News/Politics"
"443","MacObserver","Steve Jobs Make Appearance at EU Meeting in Brussels http://tinyurl.com/4nyz5u","Junk",1,1,"Junk"
"444","Gerald70223073","#ugandajobs Accountant Jobs Opportunity in Uganda at GOAL Uganda http://t.co/wRalarlSaa #jobsinuganda","Advertisement",2,2,"Advertisement"
"445","dandakich","Going to be a great Final 4..All 4 coaches have done amazing jobs under incredibly different circumstances.. Can the State of Ky 3peat??","Personal",1,5,"Junk"
"446","sunnylam","RT @NatGeo: Learn more about 11 of the fastest growing green jobs: http://t.co/DXm6Thy1  #rioplus20","Other",4,4,"Other"
"447","EvrybdyHatesKai","I need to change my availability at work to 2 to 11 I can't stand this bitch, jobs are bullshitting with me","Personal",5,5,"Personal"
"448","earneextramoney","Legit Online Jobs Make Real Monery Work At Home Today &gt; http://t.co/2nxsvltm businesses canada career computer data entry employment","Other",2,4,"Advertisement"
"449","Hampton_News","Jobs and smoking - Daily Press: http://bit.ly/6j2485","News/Politics",4,3,"Other"
"450","shellen","Jobs: Apple will be offering a free software upgrade come June that will allow Apple TV users to view YouTube videos on their televisions!!!","Junk",1,1,"Junk"
"451","birdawg","lining up more Profess. Devel. jobs for UNCC TC's!  I LOVE it!!","Personal",5,5,"Personal"
"452","gruber","Order of iWorks apps auto-added to Dock: Keynotes, Pages, Numbers. Based on seniority or love from Jobs? (Probably one and the same thing.)","Personal",1,5,"Junk"
"453","RhondaATaylor","@aamerk69 Working at home is very convenient. Use this  to find all  relevant jobs http://proj.li/cPQJq0 Wish you luck!","Other",2,4,"Advertisement"
"454","jnunemaker","@ioubeer [Steve Jobs] for making the iPhone which took care of me quite well this weekend in an unknown land.","Junk",1,1,"Junk"
"455","DHack17","Good Life Intaprizes Presents Mike Rowe Dirty Jobs Vol.1                        http://www.youtube.com/watch?v=wemqJd1DGho","Junk",1,1,"Junk"
"456","mm","I just unlocked the ""Jobs"" badge on @foursquare! http://4sq.com/7ac3gB","Other",1,4,"Junk"
"457","thehoff102","@edhardy95 Jobs fayre has been a massive boost to the town and bought about thanks to @AidanBurleyMP . Surprising you chose to ignore this.","Personal",3,5,"News/Politics"
"458","Lillian444","Freelance Photography Jobs http://tinyurl.com/5wjcfk","Other",2,4,"Advertisement"
"459","rmuse","“@kharly @politicususa We're not. Smoke &amp; mirrors! GOP ran on Jobs 2010... Suddenly we had spending problem GOP do not govern, GOP obstruct”","News/Politics",3,3,"News/Politics"
"460","washtimes","Grannies take top jobs at White House http://tinyurl.com/66eoq3","Other",3,4,"News/Politics"
"461","TruthTeller10","RT @SpeakerPelosi: What did Americans ever do to Senate Rs that they would snuff out every opportunity to create jobs? http://go.usa.gov/3SH","News/Politics",3,3,"News/Politics"
"462","JoannWarino","Small Business Advocate: Does U.S. need another Presidential Jobs Council?: Small Business Advocate","News/Politics",3,3,"News/Politics"
"463","getasalesjob","Sales Gravy Jobs National Account Manager : Position: National Account Manager - Greenville/Spar.. http://bit.ly/uVQt6","Advertisement",2,2,"Advertisement"
"464","ilostmyjob","@naukhel If I could hire you I would, what jobs are you looking for?","Advertisement",5,2,"Personal"
"465","REALDonLee","@RepCharlesBass: It's time to license online #poker. Americans send billions overseas. That money & those jobs need to stay here! #HR2366","Personal",3,5,"News/Politics"
"466","netkus","DRM Free tracks available today in iTunes: Steve jobs said the EMI catalog would be available DRM free in .. http://tinyurl.com/2uhmde","Junk",1,1,"Junk"
"467","Albany_Jobs_US","Albany Jobs: Gastroenterology Pharmaceutical Sales Rep - Albany: Warner Chilcott - Albany, NY - The... http://t.co/WL1PhLK3 #Jobs #Albany","Junk",2,1,"Advertisement"
"468","atnussan","RT @FdnforAfghan: We're pleased to announce that beginning this year, we'll help place IEAW graduates in jobs in Afghanistan: http://t.c ...","Other",4,4,"Other"
"469","cpyc","property :) http://t.co/O3NaadQT Global Technology Focus Creates Jobs in Chicago","Other",3,4,"News/Politics"
"470","Market_JP","NEW YORK (Reuters) - Sprint Nextel Corp reported deeper than expected subscriber losses on Friday and said it would cut about 4,000 jobs ...","Personal",3,5,"News/Politics"
"471","AldaAntoinette","RT @EDIBLU I have some of the broke-est friends in the world.&lt;&lt;meeeeee too, friend! And one of the brk ones has 3 jobs!! CrAzineSS","Personal",5,5,"Personal"
"472","kelseyautumn201","RT @WeKnowComedy: Weed, drugs, clothes, and ""swag"" does NOT make you a boss. Diplomas, degrees, and jobs do.","Personal",5,5,"Personal"
"473","TOGETEX","Work At Home Assemble &amp; Crafts Jobs!: Over 250 Home Assemble &amp; Crafts Jobs. Work At Home Making Crafts For Cash! http://t.co/suslx4ZP3X","Other",2,4,"Advertisement"
"474","jcoulterbrown","It's scary me that he would choose these jobs to highlight because if they could have found a better example they would gone there... Cont'd","Personal",4,5,"Other"
"475","ZuluJobsMS","MS Jobs | School PT Job North Gulfport at Soliant Health (MS) http://bit.ly/3qLF9 #Job #Hiring #MSJobs","Advertisement",2,2,"Advertisement"
"476","Nursing_Job","Nurse Jobs: RN-PAH OR Spine Surgical Team (Full-Time Days) Job: Nursing Registered Nurse/Staff Nur... http://t.co/cjd4UwD3En #nurse #job","Advertisement",2,2,"Advertisement"
"477","Syberplanet","News-Spot Runner Is Running On Fumes: Another 60 To Lose Their Jobs - http://tinyurl.com/b5r5vr","Other",3,4,"News/Politics"
"478","jteore","RT @adage: Time Inc. Cuts Some 500 Jobs, Biggest Layoffs in Years http://t.co/76QW7DFn","Other",3,4,"News/Politics"
"479","APBreakingNews","Iraq's parliament has adopted legislation on reinstatement of former  Baath party supporters to government jobs, a key benchmark sought  ...","News/Politics",3,3,"News/Politics"
"480","SmartParty","It's time for a focus on functional American systems and rebuilding infrastructure, which, BTW, means jobs and AMERICAN growth.","Personal",3,5,"News/Politics"
"481","SomeRandomKiid","Some of my home boys jobs is to kill niggas!!","Personal",5,5,"Personal"
"482","GetPhotograJobs","Freelance Photographers Wanted - #Any , US (http://t.co/c0vyu5OPTH) Get Photography Jobs #Photography #jobs #job #GetAllJobs","Advertisement",2,2,"Advertisement"
"483","ZDNet","Apple's former CFO lays blame on Jobs over options - http://tinyurl.com/2ey6un","Junk",1,1,"Junk"
"484","Moni_6TY9","@Goffar_Abdul nothin jus been applyin for bank managers jobs, headteachers, shit like that, on ma cv I'm a previous teacher haha!","Personal",5,5,"Personal"
"485","khartline","sick, sick, sick, but still working on both jobs.","Personal",5,5,"Personal"
"486","Death_1135","RT @FraserNelson: Miliband predicted for every job shed in public sector, a job wld be lost in private sector. Result? 5 jobs created for e…","Personal",3,5,"News/Politics"
"487","patches89","@wfaaizzy I'm a nurse and wanted to thank those who are at their jobs, stuck at jobs and taking care of patients","Personal",5,5,"Personal"
"488","ericajanelle11","Had this crazy idea to be debt free (or close to it) by 30. Wking 2 jobs right now is...well keep me lifted up in prayer. #tired #determined","Personal",5,5,"Personal"
"489","efoxpt","@kevinomccarthy: HR2366, Rep. Barton's Online #Poker Act, means jobs, revenue without raising taxes, consumer protection & personal liberty!","News/Politics",3,3,"News/Politics"
"490","Kitty_Maw","“@Wh0a_Dere: Been workin both jobs all week that's 18 hrs of work and maybe 4 hrs of sleep”&lt;hard work pays off","Personal",5,5,"Personal"
"491","LiliaGarand3476","Tulsa OK Network Analyst jobs http://t.co/p91EYBY #Computing #Tulsa #JobHunting #Jobs #Careers #Job  #hiring #IT #OK","Advertisement",2,2,"Advertisement"
